carrera,legajo,fecha_ingreso
206,6481,01/04/94
206,6018,01/04/94
206,3201,01/04/94
206,1138,01/04/94
206,6024,01/04/94
206,4578,01/04/94
206,2503,01/04/95
206,2775,01/04/95
206,4771,01/04/95
206,2163,01/04/95
206,764,01/04/95
206,6285,01/04/95
206,3128,01/04/95
206,4869,01/04/95
206,4837,01/04/95
206,6000,01/04/95
206,1765,01/04/95
204,1880,01/04/95
206,1880,01/04/95
206,1982,01/04/95
206,2084,01/04/95
206,1140,01/04/95
206,4047,01/04/95
206,4558,01/04/95
206,2500,01/04/95
206,2805,01/04/95
206,4836,01/04/95
206,2657,01/04/95
206,5610,01/04/95
206,4298,01/04/95
206,5096,01/04/95
206,2197,01/04/95
206,5750,01/04/95
206,833,01/04/95
206,1547,01/04/95
201,4257,01/04/95
206,3892,01/04/95
206,4595,01/04/95
206,5000,01/04/95
206,5889,01/04/95
206,1365,01/04/95
206,2399,01/04/95
206,572,01/04/95
206,4460,01/04/95
206,6305,01/04/95
204,5114,01/04/95
206,4341,01/04/95
206,3247,01/04/95
206,4874,01/04/95
210,4874,01/04/95
206,1842,01/04/95
206,1109,01/04/95
201,2799,01/04/95
205,2799,01/04/95
211,5642,02/03/04
206,3498,01/04/95
206,2111,01/04/95
206,5572,01/04/95
206,2764,01/04/95
206,5453,01/04/95
206,6043,01/04/95
206,4704,01/04/95
206,2032,01/04/95
206,4431,01/04/95
206,968,01/04/95
204,4656,01/04/95
206,4656,01/04/95
206,6199,01/04/95
206,1145,01/04/95
206,4232,01/04/95
206,2129,01/04/95
206,2404,01/04/95
205,4044,01/04/95
206,4044,01/04/95
206,2869,01/04/95
206,151,01/04/95
206,721,01/04/95
206,5108,01/04/95
206,2053,01/04/95
212,2053,22/02/10
206,6048,01/04/95
206,2308,01/04/95
206,372,01/04/95
204,6046,01/04/95
206,6046,01/04/95
206,55,01/04/95
206,2981,01/04/95
206,3216,01/04/95
206,1198,01/04/95
206,2679,01/04/95
206,3907,01/04/95
206,3297,01/04/95
206,2047,01/04/95
206,1108,01/04/95
206,1314,01/04/95
201,581,01/04/95
205,581,01/04/95
206,4637,01/04/95
206,5163,01/04/95
206,4891,01/04/95
206,130,01/04/95
206,3512,01/04/95
206,4513,01/04/95
206,6288,01/04/95
206,4757,01/04/95
206,3910,01/04/95
206,5844,01/04/95
207,5844,14/03/05
206,544,01/04/95
206,2613,01/04/95
206,2037,01/04/95
211,4813,26/04/04
206,5081,01/04/95
206,4408,01/04/95
208,4408,01/03/04
206,5009,01/04/95
206,5042,01/04/95
206,4175,01/04/95
206,1463,01/04/95
206,2286,01/04/95
206,3731,01/04/95
206,186,01/04/95
206,1358,01/04/95
206,5984,01/04/95
206,2458,01/04/95
206,400,01/04/95
206,203,01/04/95
206,3628,01/04/95
206,2678,01/04/95
206,6166,01/04/95
206,5501,01/04/95
212,5501,27/10/16
206,4663,01/04/95
206,4283,01/04/95
206,541,01/04/95
206,1447,01/04/95
206,4522,01/04/95
206,4523,01/04/95
206,5612,01/04/95
206,754,01/04/95
206,863,01/04/95
206,104,01/04/95
206,3663,01/04/95
206,4816,01/04/95
206,3019,01/04/95
206,3653,01/04/95
206,487,01/04/95
206,2214,01/04/95
206,527,01/04/95
206,1525,01/04/95
206,1995,01/04/95
209,1995,01/04/95
206,825,01/04/95
206,3243,01/04/95
206,6424,01/04/95
206,218,01/04/95
206,5823,01/04/95
206,4368,01/04/95
206,3737,01/04/95
206,5916,01/04/95
206,1780,01/04/95
206,2033,01/04/95
206,6523,01/04/95
206,1656,01/04/95
206,6354,01/04/95
206,3496,01/04/95
206,320,01/04/95
206,2415,01/04/95
206,2580,01/04/95
206,2347,01/04/95
206,5358,01/04/95
206,4499,01/04/95
206,529,01/04/95
206,5718,01/04/95
206,68,01/04/95
206,3913,01/04/95
206,2854,01/04/95
206,3815,01/04/95
206,4343,01/04/95
206,1748,01/04/95
206,4537,01/04/95
206,3174,01/04/95
212,3174,12/03/14
206,3251,01/04/95
206,5250,01/04/95
206,3650,01/04/95
206,1162,01/04/95
206,528,01/04/95
206,1633,01/04/95
206,81,01/04/95
206,5593,01/04/95
206,243,01/04/95
206,2004,01/04/95
206,4400,01/04/95
206,2374,01/04/95
206,5613,01/04/95
206,740,01/04/95
206,1030,01/04/95
206,866,01/04/95
206,5193,01/04/95
206,4277,01/04/95
206,3541,01/04/95
206,4798,01/04/95
206,5313,01/04/95
206,4745,01/04/95
208,4745,14/03/08
206,1416,01/04/95
206,1013,01/04/95
206,3427,01/04/95
206,349,01/04/95
206,440,01/04/95
206,3785,01/04/95
206,1014,01/04/95
206,4883,01/04/95
206,3514,01/04/95
206,5496,01/04/95
206,6171,01/04/95
206,677,01/04/95
205,3692,01/04/95
206,2904,01/04/95
206,4950,01/04/95
208,4950,03/03/03
206,2998,01/04/95
206,2234,01/04/95
206,2447,01/04/95
201,726,01/04/95
204,726,01/04/95
206,4850,01/04/95
206,4917,01/04/95
206,5032,01/04/95
206,5996,01/04/95
206,2978,01/04/95
206,1566,01/04/95
206,860,01/04/95
206,3622,01/04/95
206,432,01/04/95
206,3087,01/04/95
206,1655,01/04/95
201,5091,01/04/95
204,5091,01/04/95
206,4323,01/04/95
206,1345,01/04/95
206,2684,01/04/95
206,5233,01/04/95
206,5968,01/04/95
206,1045,01/04/95
206,3029,01/04/95
206,6296,01/04/95
206,3158,01/04/95
206,398,01/04/95
206,1310,01/04/95
206,4235,01/04/95
206,1466,01/04/95
206,452,01/04/95
206,6524,01/04/95
206,6472,01/04/95
206,316,01/04/95
206,618,01/04/95
206,2198,01/04/95
209,2198,01/04/95
206,885,01/04/95
206,4507,01/04/95
206,2707,01/04/95
206,4585,01/04/95
213,4585,01/09/16
201,1515,01/04/95
206,1515,01/04/95
206,2640,01/04/95
206,4378,01/04/95
206,1972,01/04/95
206,4680,01/04/95
206,4647,01/04/95
206,4193,01/04/95
211,6476,27/04/04
206,3747,01/04/95
206,84,01/04/95
206,5906,01/04/95
206,5369,01/04/95
206,3821,01/04/95
206,3410,01/04/95
206,5754,01/04/95
206,5504,01/04/95
206,1374,01/04/95
206,4181,01/04/95
206,2894,01/04/95
206,824,01/04/95
206,4152,01/04/95
209,4152,01/04/95
206,1917,01/04/95
206,4835,01/04/95
206,921,01/04/95
206,3252,01/04/95
206,23,01/04/95
206,3493,01/04/95
206,5857,01/04/95
206,4165,01/04/95
209,4165,01/04/95
206,2276,01/04/95
206,2074,01/04/95
206,233,01/04/95
206,5471,01/04/95
206,1924,01/04/95
208,1924,12/03/03
206,4282,01/04/95
206,1291,01/04/95
206,3754,01/04/95
206,3765,01/04/95
206,3,01/04/95
206,670,01/04/95
206,4789,01/04/95
206,1129,01/04/95
206,251,01/04/95
206,3289,01/04/95
206,6021,01/04/95
201,5696,01/04/95
205,5696,01/04/95
211,71,27/04/04
206,3028,01/04/95
206,261,01/04/95
206,4932,01/04/95
206,2787,01/04/95
206,1460,01/04/95
206,5164,01/04/95
206,2091,01/04/95
204,1183,01/04/95
206,211,01/04/95
206,5639,01/04/95
206,5716,01/04/96
206,5479,01/04/96
206,1838,01/04/96
206,4587,01/04/96
204,4266,01/04/96
206,4266,01/04/96
206,4670,01/04/96
206,3674,01/04/96
206,3172,01/04/96
206,2257,01/04/96
206,2424,01/04/96
201,4031,01/04/96
206,757,01/04/96
201,2654,01/04/96
204,2654,01/04/96
206,2749,01/04/96
206,2398,01/04/96
206,6074,01/04/96
206,6077,01/04/96
212,6077,13/02/13
206,1557,01/04/96
207,1557,01/04/96
206,4570,01/04/96
206,6154,01/04/96
206,5819,01/04/96
206,244,01/04/96
206,1734,01/04/96
206,1580,01/04/96
206,88,01/04/96
206,2761,01/04/96
207,2761,06/02/07
206,2947,01/04/96
206,3662,01/04/96
206,4566,01/04/96
206,4998,01/04/96
206,2070,01/04/96
206,3420,01/04/96
201,2119,01/04/96
204,2119,01/04/96
203,2119,12/05/05
206,2297,01/04/96
206,1104,01/04/96
206,5395,01/04/96
206,3115,01/04/96
206,3796,01/04/96
206,997,01/04/96
206,3970,01/04/96
206,5782,01/04/96
201,1149,01/04/96
205,1149,01/04/96
201,3163,01/04/96
206,3163,01/04/96
206,6418,01/04/96
204,4492,01/04/96
205,3052,01/04/96
206,3340,01/04/96
206,4413,01/04/96
212,4413,04/09/07
206,2396,01/04/96
206,1142,01/04/96
206,689,01/04/96
206,6276,01/04/96
206,4787,01/04/96
206,2919,01/04/96
206,901,01/04/96
206,1855,01/04/96
208,1855,01/03/04
206,3269,01/04/96
206,1203,01/04/96
206,3438,01/04/96
206,1018,01/04/96
206,3458,01/04/96
206,3465,01/04/96
206,142,01/04/96
206,6190,01/04/96
206,4383,01/04/96
206,6337,01/04/96
201,132,01/04/96
205,132,01/04/96
206,132,01/04/96
206,2758,01/04/96
206,5321,01/04/96
206,3090,01/04/96
206,3696,01/04/96
206,1558,01/04/96
206,3929,01/04/96
206,916,01/04/96
206,1377,01/04/96
206,4315,01/04/96
205,5571,01/04/96
206,5571,01/04/96
206,3813,01/04/96
206,1636,01/04/96
206,262,01/04/96
206,4470,01/04/96
206,5676,01/04/96
206,6094,01/04/96
212,6094,12/02/10
206,2476,01/04/96
206,5875,01/04/96
206,6289,01/04/96
206,1342,01/04/96
206,3719,01/04/96
206,4694,01/04/96
206,1970,01/04/96
206,1392,01/04/96
206,3337,01/04/96
206,4300,01/04/96
206,388,01/04/96
206,319,01/04/96
206,2248,01/04/96
206,4775,01/04/96
206,3245,01/04/96
204,1696,01/04/96
206,1696,01/04/96
206,737,01/04/96
210,737,29/11/02
206,5646,01/04/96
206,5273,01/04/96
206,4687,01/04/96
206,3418,01/04/96
206,5626,01/04/96
206,6019,01/04/96
206,3596,01/04/96
206,1430,01/04/96
206,1256,01/04/96
206,6314,01/04/96
206,1902,01/04/96
201,1421,01/04/96
204,1421,01/04/96
206,3980,01/04/96
206,3556,01/04/96
206,3648,01/04/96
206,1590,01/04/96
206,4082,01/04/96
206,4924,01/04/96
206,2699,01/04/96
206,4606,01/04/96
206,1371,01/04/96
206,1754,01/04/96
210,1754,01/04/96
206,5849,01/04/96
206,189,01/04/96
206,1706,01/04/96
206,8,01/04/96
212,8,01/11/07
206,5582,01/04/96
206,3903,01/04/96
206,5742,01/04/96
206,4088,01/04/96
206,1500,01/04/96
206,1949,01/04/96
206,2631,01/04/96
206,96,01/04/96
206,3594,01/04/96
206,5961,01/04/96
206,5134,01/04/96
206,1155,01/04/96
206,1432,01/04/96
206,4001,01/04/96
206,6371,01/04/96
206,3573,01/04/96
206,11,01/04/96
206,146,01/04/96
206,3738,01/04/96
206,2526,01/04/96
206,4531,01/04/96
206,3329,01/04/96
206,1168,01/04/96
206,2725,01/04/96
206,5759,01/04/96
206,1009,01/04/96
206,4898,01/04/96
206,2916,01/04/96
206,4197,01/04/96
206,6438,01/04/96
206,517,01/04/96
206,4589,01/04/96
206,5978,01/04/96
206,1517,01/04/96
206,5140,01/04/96
205,869,01/04/96
201,2745,01/04/96
205,2745,01/04/96
206,3566,01/04/96
206,3906,01/04/96
201,4112,01/04/96
205,4112,01/04/96
206,4740,01/04/96
206,5073,01/04/96
206,2249,01/04/96
207,2249,01/04/96
206,1603,01/04/96
206,38,01/04/96
206,3591,01/04/96
206,3265,01/04/96
206,3242,01/04/96
212,3242,05/09/07
213,3242,30/03/16
205,1729,01/04/96
205,4718,01/04/96
206,5407,01/04/96
206,5337,01/04/96
206,3411,01/04/96
206,1556,01/04/96
206,1079,01/04/96
206,5424,01/04/96
201,3577,01/04/96
203,3577,01/04/96
206,6291,01/04/96
206,566,01/04/96
206,5891,01/04/96
206,3299,01/04/96
206,4080,01/04/96
206,5101,01/04/96
206,2370,01/04/96
206,1422,01/04/96
206,1205,01/04/96
212,1205,01/10/07
213,1205,06/04/16
206,852,01/04/96
206,4100,01/04/96
206,393,01/04/96
206,5947,01/04/96
206,4134,01/04/96
206,5267,01/04/96
206,3230,01/04/96
206,4348,01/04/96
206,1983,01/04/96
206,5371,01/04/96
201,732,01/04/96
204,732,01/04/96
206,732,01/04/96
206,1459,01/04/96
206,6061,01/04/96
206,5353,01/04/96
206,3669,01/04/96
206,5047,01/04/96
206,464,01/04/96
212,464,20/09/07
206,2474,01/04/96
206,3446,01/04/96
206,4372,01/04/96
206,3965,01/04/96
206,4948,01/04/96
206,6368,01/04/96
206,6009,01/04/96
206,5767,01/04/96
206,731,01/04/96
206,3009,01/04/96
206,4049,01/04/96
206,2548,01/04/96
206,6233,01/04/96
206,5635,01/04/96
206,6096,01/04/96
207,6096,23/02/06
212,6096,05/09/07
208,6096,28/03/12
206,1272,01/04/96
203,1272,19/03/07
206,1602,01/04/96
206,5640,01/04/96
206,1721,01/04/96
206,4614,01/04/96
206,5394,01/04/96
201,1106,01/04/96
206,1106,01/04/96
204,6232,01/04/96
206,6232,01/04/96
206,3156,01/04/97
206,2012,01/04/97
206,4265,01/04/97
206,3553,01/04/97
206,437,01/04/97
206,5566,01/04/97
206,683,01/04/97
206,2709,01/04/97
206,3510,01/04/97
206,3369,01/04/97
206,5238,01/04/97
206,2735,01/04/97
206,2783,01/04/97
206,2462,01/04/97
207,2462,01/03/04
206,3199,01/04/97
211,5259,19/04/04
206,5171,01/04/97
206,3228,01/04/97
206,2912,01/04/97
206,2886,01/04/97
206,4723,01/04/97
206,6255,01/04/97
206,1181,01/04/97
206,1567,01/04/97
206,1641,01/04/97
206,1049,01/04/97
206,1705,01/04/97
204,5692,01/04/97
206,5692,01/04/97
206,1868,01/04/97
206,1692,01/04/97
206,2412,01/04/97
204,6266,01/04/97
205,6266,01/04/97
206,713,01/04/97
206,1390,01/04/97
206,4982,01/04/97
206,5648,01/04/97
206,3303,01/04/97
206,660,01/04/97
206,3933,01/04/97
206,1058,01/04/97
206,1736,01/04/97
206,2332,01/04/97
206,3279,01/04/97
206,5219,01/04/97
206,4705,01/04/97
201,1913,01/04/97
203,1913,01/04/97
205,1913,01/04/97
211,5470,02/03/04
206,2927,01/04/97
206,3637,01/04/97
207,3637,17/02/03
206,5129,01/04/97
206,1362,01/04/97
206,1889,01/04/97
206,2278,01/04/97
206,1960,01/04/97
206,2302,01/04/97
206,4474,01/04/97
206,216,01/04/97
206,1410,01/04/97
206,3888,01/04/97
206,5911,01/04/97
206,4389,01/04/97
212,4389,04/09/07
206,3883,01/04/97
206,3338,01/04/97
206,5829,01/04/97
206,5502,01/04/97
206,3849,01/04/97
206,4806,01/04/97
206,2731,01/04/97
206,5462,01/04/97
206,3642,01/04/97
206,4983,01/04/97
206,6191,01/04/97
206,4123,01/04/97
206,5511,01/04/97
206,6163,01/04/97
206,287,01/04/97
206,5868,01/04/97
210,5868,01/04/97
206,5150,01/04/97
206,6284,01/04/97
206,583,01/04/97
206,2587,01/04/97
206,2454,01/04/97
206,4215,01/04/97
201,1719,01/04/97
205,1719,01/04/97
206,1763,01/04/97
205,2829,01/04/97
206,3136,01/04/97
206,3559,01/04/97
206,4059,01/04/97
206,217,01/04/97
205,3758,01/04/97
206,2410,01/04/97
206,2966,01/04/97
206,5584,01/04/97
206,4953,01/04/97
206,5004,01/04/97
206,4493,01/04/97
206,1289,01/04/97
206,3298,01/04/97
206,425,01/04/97
206,424,01/04/97
206,4461,01/04/97
206,129,01/04/97
206,4374,01/04/97
206,3448,01/04/97
206,4968,01/04/97
206,818,01/04/97
206,1085,01/04/97
201,2786,01/04/97
205,2786,01/04/97
206,3096,01/04/97
206,3949,01/04/97
206,3477,01/04/97
206,2996,01/04/97
206,5232,01/04/97
206,1730,01/04/97
206,1400,01/04/97
206,1199,01/04/97
206,5440,01/04/97
206,1039,01/04/97
206,3790,01/04/97
206,803,01/04/97
206,5980,01/04/97
206,2483,01/04/97
206,5850,01/04/97
206,1144,01/04/97
206,2955,01/04/97
206,816,01/04/97
206,5271,01/04/97
206,2615,01/04/97
206,3534,01/04/97
206,401,01/04/97
206,676,01/04/97
206,5428,01/04/97
206,198,01/04/97
206,3763,01/04/97
206,5577,01/04/97
206,474,01/04/97
206,1808,01/04/97
206,6345,01/04/97
206,6176,01/04/97
206,777,01/04/97
206,743,01/04/97
206,1113,01/04/97
206,989,01/04/97
206,6037,01/04/97
206,2694,01/04/97
201,4885,01/04/97
205,4885,01/04/97
206,2279,01/04/97
206,4964,01/04/97
206,2392,01/04/97
206,5336,01/04/97
206,1192,01/04/97
206,1050,01/04/97
206,4563,01/04/97
206,47,01/04/97
206,5152,01/04/97
204,6428,01/04/97
206,6428,01/04/97
206,1539,01/04/97
206,4188,01/04/97
206,1409,01/04/97
206,4174,01/04/97
206,4141,01/04/97
206,958,01/04/97
206,1742,01/04/97
206,2245,01/04/97
207,2245,01/03/04
206,4063,01/04/97
206,1673,01/04/97
212,1673,31/08/07
206,1470,01/04/97
206,1229,01/04/97
206,3308,01/04/97
208,3308,10/02/06
206,623,01/04/97
206,6041,01/04/97
206,5320,01/04/97
206,5787,01/04/97
206,2811,01/04/97
206,5645,01/04/97
206,5863,01/04/97
206,6056,01/04/97
206,5325,01/04/97
209,5325,24/02/10
206,4077,01/04/97
206,3272,01/04/97
206,5597,01/04/97
206,4688,01/04/97
206,5546,01/04/97
206,1674,01/04/97
206,5987,01/04/97
206,6543,01/04/97
204,190,01/04/97
206,190,01/04/97
206,6426,01/04/97
206,5256,01/04/97
206,3455,01/04/97
206,1137,01/04/97
206,2780,01/04/97
210,2780,29/11/02
206,1981,01/04/97
206,969,01/04/97
206,5686,01/04/97
206,2066,01/04/97
206,6507,01/04/97
204,1595,01/04/97
205,1595,01/04/97
206,1595,01/04/97
206,5252,01/04/97
206,5591,01/04/97
206,5253,01/04/97
206,4242,01/04/97
206,1228,01/04/97
206,669,01/04/97
206,5535,01/04/97
206,160,01/04/97
206,3713,01/04/97
206,6294,01/04/97
206,5665,01/04/97
206,5668,01/04/97
206,2457,01/04/97
206,3651,01/04/97
206,1948,01/04/97
206,6275,01/04/97
206,3049,01/04/97
206,2941,01/04/97
206,6538,01/04/97
206,1853,01/04/97
206,5208,01/04/97
212,5208,31/08/07
206,2059,01/04/97
206,2766,01/04/97
206,2813,01/04/97
206,2883,01/04/97
206,6346,01/04/97
206,469,01/04/97
206,6385,01/04/97
206,2041,01/04/98
207,2980,01/04/98
206,5051,01/04/98
206,2782,01/04/98
206,4421,01/04/98
206,5444,01/04/98
206,2722,01/04/98
206,4302,01/04/98
206,5043,01/04/98
212,5043,15/03/13
206,4707,01/04/98
206,439,01/04/98
206,1562,01/04/98
206,1298,01/04/98
206,2672,01/04/98
206,2872,01/04/98
206,4071,01/04/98
206,3668,01/04/98
206,4971,01/04/98
206,6531,01/04/98
206,1161,01/04/98
206,2403,01/04/98
206,5725,01/04/98
206,3224,01/04/98
206,3940,01/04/98
206,4402,01/04/98
206,5545,01/04/98
209,5545,01/04/98
206,5921,01/04/98
206,5885,01/04/98
206,3962,01/04/98
206,3017,01/04/98
206,3176,01/04/98
206,2760,01/04/98
208,2760,13/03/03
206,3183,01/04/98
201,1621,01/04/98
205,1621,01/04/98
206,6411,01/04/98
206,5845,01/04/98
206,2057,01/04/98
206,3253,01/04/98
206,2095,01/04/98
208,3640,12/03/03
206,5753,01/04/98
206,3885,01/04/98
206,2796,01/04/98
206,5992,01/04/98
206,1637,01/04/98
206,5046,01/04/98
204,6060,01/04/98
206,6060,01/04/98
206,3797,01/04/98
204,2736,01/04/98
206,5768,01/04/98
206,2173,01/04/98
206,6355,01/04/98
206,3554,01/04/98
212,3554,23/03/10
206,5495,01/04/98
206,3977,01/04/98
206,5649,01/04/98
207,5649,31/03/10
206,1702,01/04/98
212,1702,15/03/10
206,286,01/04/98
206,5735,01/04/98
206,4988,01/04/98
208,4988,25/04/14
206,5342,01/04/98
206,3358,01/04/98
207,3358,01/04/98
206,5127,01/04/98
206,4645,01/04/98
206,3548,01/04/98
206,6117,01/04/98
206,5220,01/03/97
206,4274,01/04/98
206,2288,01/04/98
206,1835,01/04/98
206,3604,01/04/98
206,3470,01/04/98
206,113,01/04/98
206,2270,01/04/98
206,4717,01/04/98
206,4756,01/04/98
206,3619,01/04/98
206,1182,01/04/98
206,2206,01/04/98
206,5576,01/04/98
206,951,01/04/98
206,3321,01/04/98
208,3321,14/03/08
206,5072,01/04/98
206,6530,01/04/98
206,4980,01/04/98
206,4065,01/04/98
206,1769,01/04/98
206,5659,01/04/98
206,5370,01/04/98
206,6080,01/04/98
206,5798,01/04/98
206,3346,01/04/98
210,3346,01/04/98
206,2442,01/04/98
206,6167,01/04/98
206,4453,01/04/98
208,4453,19/03/03
206,5027,01/04/98
212,5027,05/09/07
206,6323,01/04/98
207,1739,01/04/98
206,561,16/04/03
206,4249,01/04/98
206,4654,01/04/98
206,654,01/04/98
206,1520,01/04/98
206,3953,01/04/98
206,3324,01/04/98
206,6054,01/04/98
206,342,01/04/98
206,167,01/04/98
208,1266,19/03/03
206,5010,01/04/98
206,5387,01/04/98
206,2464,01/04/98
206,2505,01/04/98
205,2329,01/04/98
206,6239,01/04/98
206,1461,01/04/98
206,4919,01/04/98
206,1581,01/04/98
206,3726,01/04/98
206,2150,01/04/98
206,1745,01/04/98
206,5623,01/04/98
206,5092,01/04/98
206,2597,01/04/98
210,2597,01/04/98
206,2296,01/04/98
206,2142,01/04/98
206,3567,01/04/98
206,747,01/04/98
206,5084,01/04/98
206,1523,01/04/98
206,1121,01/04/98
206,2473,01/04/98
206,4363,01/04/98
204,6283,01/04/98
206,7,01/04/98
206,5011,01/04/98
201,4984,01/04/98
205,4984,01/04/98
206,2635,01/04/98
206,5323,01/04/98
206,3208,01/04/98
206,2277,01/04/98
206,6125,01/04/98
206,2676,01/04/98
206,2490,01/04/98
206,3325,01/04/98
206,864,01/04/98
206,5851,01/04/98
205,5967,01/04/98
206,6161,01/04/98
206,4646,01/04/98
206,3330,01/04/98
206,4106,01/04/98
206,4651,01/04/98
206,655,01/04/98
206,4048,01/04/98
206,4311,01/04/98
206,1678,01/04/98
206,1364,01/04/98
206,5835,01/04/98
206,2909,01/04/98
206,1599,01/04/98
206,1360,01/04/98
206,1352,01/04/98
206,2824,01/04/98
206,406,01/04/98
206,1601,01/04/98
206,6369,01/04/98
206,5956,01/04/98
206,2846,01/04/98
206,3194,01/04/98
206,1146,01/04/98
206,2422,01/04/98
206,4409,01/04/98
206,181,01/04/98
206,1269,01/04/98
206,2716,01/04/98
206,2794,01/04/98
201,2794,05/03/07
206,1824,01/04/98
206,643,01/04/98
206,5654,01/04/98
206,1252,01/04/98
206,311,01/04/98
206,2461,01/04/98
206,1850,01/04/98
207,1850,14/03/06
201,15,25/04/03
206,1283,01/04/98
206,2046,01/04/98
206,1194,01/04/98
206,5539,01/04/98
206,6298,01/04/98
206,2210,01/04/98
206,4463,01/04/98
206,1789,01/04/98
206,5343,01/04/98
206,5033,01/04/98
206,1493,01/04/98
206,5159,01/04/98
208,59,19/03/03
206,2118,01/04/98
208,2118,19/03/03
206,2943,01/04/98
206,5155,01/04/98
206,3241,01/04/98
206,1008,01/04/98
206,5173,01/04/98
206,5188,01/04/98
206,3317,01/04/98
206,4228,01/04/98
206,6007,01/04/98
206,449,01/04/98
206,3645,01/04/98
207,3645,01/04/98
206,5038,01/04/98
206,5427,01/04/98
206,2658,01/04/98
206,2836,01/04/98
206,3519,01/04/98
206,4832,01/04/98
206,5728,01/04/98
206,2703,01/04/98
207,2703,06/03/06
212,2703,05/09/07
206,3500,01/04/98
206,6206,01/04/98
206,913,01/04/98
206,1832,01/04/99
206,4243,01/04/99
206,5327,01/04/99
205,5327,03/02/06
211,5327,22/03/10
206,5338,01/04/99
206,2107,01/04/99
206,5846,01/04/99
206,4976,01/04/99
206,5859,01/04/99
206,1346,01/04/99
206,5817,01/04/99
206,2930,01/04/99
204,429,01/04/99
206,429,01/04/99
206,5894,01/04/99
206,471,01/04/99
206,3232,01/04/99
206,3045,01/04/99
206,4875,01/04/99
206,6044,01/04/99
209,1223,01/04/99
206,710,01/04/99
207,710,22/03/06
206,3461,01/04/99
207,3461,07/02/05
206,4057,01/04/99
206,902,01/04/99
206,1415,01/04/99
205,2536,01/04/99
206,4619,01/04/99
204,118,01/04/99
206,118,01/04/99
207,118,01/12/02
206,5927,01/04/99
206,5130,01/04/99
206,6419,01/04/99
209,6419,01/04/99
206,62,01/04/99
204,19,01/04/99
206,19,01/04/99
206,2488,01/04/99
206,5900,01/04/99
207,5900,07/02/05
206,5979,01/04/99
212,5979,04/09/07
206,2002,01/04/99
206,2710,01/04/99
206,138,01/04/99
206,3972,01/04/99
206,1411,01/04/99
206,4333,01/04/99
206,5467,01/04/99
206,3602,01/04/99
206,95,01/04/99
206,143,01/04/99
206,3919,01/04/99
206,4244,01/04/99
206,4496,01/04/99
206,5076,01/04/99
206,6008,01/04/99
206,2294,01/04/99
206,880,01/04/99
206,2971,01/04/99
206,2576,01/04/99
206,117,14/04/03
206,2558,01/04/99
206,2669,01/04/99
206,5707,01/04/99
206,5094,01/04/99
206,6137,01/04/99
206,2092,01/04/99
201,6079,01/04/99
205,6079,01/04/99
206,1375,01/04/99
206,2363,01/04/99
206,1579,01/04/99
206,1052,01/04/99
206,1496,01/04/99
206,4751,01/04/99
204,2897,01/04/99
206,5135,01/04/99
206,3845,01/04/99
206,4075,01/04/99
206,2899,01/04/99
206,3444,01/04/99
209,2757,01/04/99
206,428,01/04/99
206,971,01/04/99
206,512,01/04/99
206,2791,01/04/99
206,924,01/04/99
204,1672,01/04/99
206,2545,01/04/99
206,2063,01/04/99
206,330,01/04/99
206,6235,01/04/99
206,2552,01/04/99
206,6103,01/04/99
206,3902,01/04/99
206,3540,01/04/99
206,6370,01/04/99
206,4864,01/04/99
206,868,01/04/99
206,1959,01/04/99
206,1143,01/04/99
206,377,01/04/99
204,4097,01/04/99
205,4097,01/04/99
206,2299,01/04/99
210,2299,01/04/99
206,6536,01/04/99
206,1491,01/04/99
201,3374,01/04/99
206,3374,01/04/99
206,1688,01/04/99
205,1688,08/03/06
206,4675,01/04/99
206,6537,01/04/99
207,6537,08/02/07
206,3098,01/04/99
206,2311,01/04/99
206,6189,01/04/99
206,1764,01/04/99
206,5717,01/04/99
206,4728,01/04/99
206,6469,01/04/99
206,4706,01/04/99
208,4706,02/03/05
205,1923,01/04/99
206,4865,01/04/99
209,1894,01/04/99
206,3231,01/04/99
206,2923,01/04/99
206,106,01/04/99
206,5785,01/04/99
206,4327,01/04/99
206,5183,01/04/99
206,2540,01/04/99
206,663,01/04/99
206,3584,01/04/99
206,1309,01/04/99
206,3118,01/04/99
206,5643,01/04/99
206,762,01/04/99
206,612,01/04/99
206,5749,01/04/99
206,1423,01/04/99
206,5117,01/04/99
207,5117,01/04/99
206,4275,01/04/99
206,4455,01/04/99
206,6366,01/04/99
206,5181,01/04/99
206,3097,01/04/99
201,4510,01/04/99
205,4510,01/04/99
206,3378,01/04/99
206,5536,01/04/99
206,794,01/04/99
206,2225,01/04/99
213,2225,03/04/17
206,2673,01/04/99
206,3914,01/04/99
206,5743,01/04/99
206,5319,01/04/99
206,2964,01/04/99
206,4473,01/04/99
206,5925,01/04/99
208,5925,01/03/12
206,483,01/04/99
206,2647,01/04/99
210,2647,01/04/99
206,3571,01/04/99
206,878,01/04/99
206,4939,01/04/99
206,4145,01/04/99
204,5560,01/04/99
206,5560,01/04/99
207,5560,01/12/02
211,5560,13/04/10
206,390,01/04/99
206,5568,01/04/99
206,4055,01/04/99
206,219,01/04/99
206,3124,01/04/99
206,2147,01/04/99
206,1444,01/04/99
212,1444,26/02/10
209,1895,01/04/99
206,2054,01/04/99
206,5493,01/04/99
206,4612,01/04/99
206,6487,01/04/99
206,4977,01/04/99
206,4731,01/04/99
206,6159,01/04/99
210,6159,01/04/99
206,54,01/04/99
